new_path;depth;product_count;merged_from_old_paths_count;old_paths
Veľké spotrebiče > Sporáky a rúry > Elektrické sporáky;2;10;1;Domáce spotrebiče > Veľké spotrebiče > Sporáky a rúry > Elektrické sporáky
Počítače a notebooky > Tlačiarne a skenery > Atramentové tlačiarne;2;10;1;
Malé spotrebiče > Potreby pre domácnosť;1;10;1;Domáce spotrebiče > Malé spotrebiče > Potreby pre domácnosť
Zdravie a starostlivosť > Starostlivosť o zuby > Ústne sprchy;2;10;1;
Mobily, smart hodinky a tablety > Tlačidlové telefóny;1;10;1;
Malé spotrebiče > Kuchynské potreby > Varešky, Naberačky, Obracačky, Kliešte;2;10;1;Domáce spotrebiče > Malé spotrebiče > Kuchynské potreby > Varešky, Naberačky, Obracačky, Kliešte
Šport, hračky a voľný čas > Príslušenstvo pre bicykle > Lampy;2;10;1;
Počítače a notebooky > Herné príslušenstvo > Myši;2;10;1;
Fotovoltaika a energie > Elektrické stanice;1;10;1;
Foto a príslušenstvo > Skladovanie a preprava;1;10;1;
Auto-moto > Káble a nabíjačky pre elektromobily;1;10;1;
Malé spotrebiče > Teplomery;1;10;1;Domáce spotrebiče > Malé spotrebiče > Teplomery
Mobily, smart hodinky a tablety > Herné ovládače;1;10;1;
Kreatívne technológie;0;10;1;
Profesionálna audio technika > Pódium, diskotéka, DJ > Audio káble a konektory;2;10;1;
Profesionálna audio technika > Náradia, Do It Yourself, napájanie, meracia technika > Napájacie zdroje;2;10;1;
Profesionálna audio technika > Svetlá > Reflektory PAR;2;10;1;Profesionálna audio technika > Svetlá > Reflektory PAR > LED PAR reflektory
TV, audio a video > AV káble > Video;2;10;2;"TV, audio a video > AV káble > Video; TV, audio a video > AV káble > Video > HDMI"
Elektroinštalačný materiál > Osvetlenie > Senzory a konektory;2;10;1;
Auto-moto > Autopríslušenstvo > Alkohol testery;2;10;1;
TV, audio a video > Antény a satelity > Meracie prístroje;2;10;1;
Záhrada > Záhradné stroje > Struny a kotúče;2;10;1;
Náradie a dielňa > Kancelária a škola;1;10;1;
Záhrada > Záhradné náradie > Ostatné;2;10;1;
Záhrada > Sanitárna technika;1;10;1;
Elektroinštalačný materiál > Vypínače, zásuvky, krabice > TV SAT zásuvky;2;10;1;
TV, audio a video > Antény a satelity > Zdroje a výhybky;2;10;2;"TV, audio a video > Antény a satelity > Zdroje a výhybky; TV, audio a video > Antény a satelity > Zdroje a výhybky > Napájacie zdroje k zesilovači"
Elektroinštalačný materiál > Prepäťové ochrany > Predlžovačky 230V s ochranou;2;10;1;
Elektroinštalačný materiál > Rozvádzačové prvky > Distribuční bloky;2;10;1;
Fotovoltaika a energie > Záložné zdroje a UPS > UPS;2;10;1;
Auto-moto > Autokozmetika, Chémia > Nanotechnologie;2;10;1;
Elektroinštalačný materiál > Ističe a chrániče > Odpínače/odpojovače;2;10;1;
Auto-moto > Garáž, Dielňa, Servis > Parkovací zábrany;2;10;1;
Šport, hračky a voľný čas > Turistika > Chladiace tašky a boxy;2;10;1;
Elektroinštalačný materiál > Predlžovačky, zásuvky, vidlica > Napájacie káble;2;10;1;
Auto-moto > Karavany a obytná autá > Parkovací asistenti;2;10;1;
Fotovoltaika a energie > Fotovoltaika > Nabíjacie stanice;2;10;1;
Šport, hračky a voľný čas > Bojové športy > Boxovací pytle - prázdné;2;10;1;
Vstavané spotrebiče > Varné dosky > Sklokeramické varné dosky;2;9;1;Domáce spotrebiče > Vstavané spotrebiče > Varné dosky > Sklokeramické varné dosky
Malé spotrebiče > Fritézy a hrnce > Parné hrnce;2;9;1;Domáce spotrebiče > Malé spotrebiče > Fritézy a hrnce > Parné hrnce
Malé spotrebiče > Na párty a oslavy;1;9;1;Domáce spotrebiče > Malé spotrebiče > Na párty a oslavy
Malé spotrebiče > Vysávače > Parné mopy a čističe;2;9;1;Domáce spotrebiče > Malé spotrebiče > Vysávače > Parné mopy a čističe
Veľké spotrebiče > Umývačky riadu;1;9;1;Domáce spotrebiče > Veľké spotrebiče > Umývačky riadu
Počítače a notebooky > Pamäťové médiá;1;9;1;
Počítače a notebooky > Príslušenstvo k notebookom;1;9;1;
Počítače a notebooky > Herné zariadenia > Príslušenstvo ku konzolám;2;9;1;
Zdravie a starostlivosť > Starostlivosť o zuby > Zubné kefky;2;9;1;
Vstavané spotrebiče > Vstavané chladenie;1;9;1;Domáce spotrebiče > Vstavané spotrebiče > Vstavané chladenie
TV, audio a video > Audio technika > Interkomy;2;9;1;
Počítače a notebooky > Dokovacie stanice;1;9;1;
Šport, hračky a voľný čas > Elektrické bicykle;1;9;1;
Šport, hračky a voľný čas > Stacionárne Bicykle;1;9;1;
Profesionálna audio technika > Náradia, Do It Yourself, napájanie, meracia technika > Potenciometre, prepínače a gombíky;2;9;1;
Profesionálna audio technika > Pódium, diskotéka, DJ > Distribútory audio signálu;2;9;1;
Profesionálna audio technika > Svetlá > Lasery;2;9;1;Profesionálna audio technika > Svetlá > Lasery > Multicolor diskotékové lasery
Elektroinštalačný materiál > Časové spínače;1;9;1;
Elektroinštalačný materiál > Osvetlenie > LED trubicové žiarivky;2;9;1;
Auto-moto > Nosiče kol;1;9;1;
Šport, hračky a voľný čas > Ďalekohľady > Digitálne fotoaparáty;2;9;1;
Náradie a dielňa > Pneumatické náradie;1;9;1;
Náradie a dielňa > Mechanické náradie > Nože a nožnice;2;9;1;
Záhrada > Brány a zvončeky;1;9;1;
Náradie a dielňa > Dielenské vybavenie;1;9;1;
Náradie a dielňa > MERACIE TECHNIKA > Laboratorní zdroje;2;9;1;
Bezpečnosť a smart domácnosť > Zabezpečenie > Laserové senzory pohybu;2;9;1;
Elektroinštalačný materiál > Elektromery a spínacie technika > Laserové senzory pohybu;2;9;1;
Elektroinštalačný materiál > Komponenty pre svietidlá > Svítidlové spínače (kolébkové);2;9;1;
Bezpečnosť a smart domácnosť > Smart domácnosť > Vykurovanie;2;9;1;
Elektroinštalačný materiál > Komponenty pre svietidlá > Svorky pre průmyslová svietidlá;2;9;2;"Elektroinštalačný materiál > Komponenty pre svietidlá > Svorky pre průmyslová svietidlá; Elektroinštalačný materiál > Komponenty pre svietidlá > Svorky pre průmyslová svietidlá > Svorky - SLK 3"
Šport, hračky a voľný čas > Hračky > Výtvarné hračky a tvoření;2;9;2;"Šport, hračky a voľný čas > Hračky > Výtvarné hračky a tvoření; Šport, hračky a voľný čas > Hračky > Výtvarné hračky a tvoření > Malování, barvy, šablony"
Elektroinštalačný materiál > Inštalačné príslušenstvo > Smršťovací bužírky;2;9;1;
Šport, hračky a voľný čas > Hračky > Vybavenie pokojíčků a školek;2;9;1;Šport, hračky a voľný čas > Hračky > Vybavenie pokojíčků a školek > Detský hrací nábytok pre škôlky
Fotovoltaika a energie > Fotovoltaika > Náradie pre fotovoltaiku;2;9;1;
Šport, hračky a voľný čas > Sportovní vybavenie > Odrážadlá;2;9;1;
Záhrada > Záhradné doplnky > Sluneční clony;2;9;1;
Záhrada > Sanitárna technika > Ostatné;2;9;1;
Šport, hračky a voľný čas > Hračky > Hračky pre kluky;2;9;1;Šport, hračky a voľný čas > Hračky > Hračky pre kluky > Detské zbrane
TV, audio a video > Audio technika > Rádiobudíky;2;8;1;
Malé spotrebiče > Grily, pekárne, variče > Palacinkovače;2;8;1;Domáce spotrebiče > Malé spotrebiče > Grily, pekárne, variče > Palacinkovače
Malé spotrebiče > Príslušenstvo k malým spotrebičom > Príslušenstvo ku kuchynským robotom;2;8;1;Domáce spotrebiče > Malé spotrebiče > Príslušenstvo k malým spotrebičom > Príslušenstvo ku kuchynským robotom
Malé spotrebiče > Príprava nápojov > Výrobníky sódy;2;8;1;Domáce spotrebiče > Malé spotrebiče > Príprava nápojov > Výrobníky sódy
Počítače a notebooky > Herné zariadenia;1;8;1;
Vstavané spotrebiče > Digestory;1;8;1;Domáce spotrebiče > Vstavané spotrebiče > Digestory
Malé spotrebiče > Vysávače;1;8;1;Domáce spotrebiče > Malé spotrebiče > Vysávače
Foto a príslušenstvo > Digitálne kompakty;1;8;1;
Malé spotrebiče > Príprava nápojov > Lisy na citrusy;2;8;1;Domáce spotrebiče > Malé spotrebiče > Príprava nápojov > Lisy na citrusy
Foto a príslušenstvo > Fotoateliér > Kruhové svetlá;2;8;1;
Malé spotrebiče > Čistiace prístroje a doplnky;1;8;1;Domáce spotrebiče > Malé spotrebiče > Čistiace prístroje a doplnky
Profesionálna audio technika > Pódium, diskotéka, DJ > DI boxy a transformátory;2;8;1;
Profesionálna audio technika > Plošné ozvučenie (100V rozhlasové ozvučenie) > Zdroje zvuku;2;8;1;
Profesionálna audio technika > Multi-room ozvučenie;1;8;1;
Profesionálna audio technika > Plošné ozvučenie (100V rozhlasové ozvučenie) > Bezdrôtové ozvučenie;2;8;1;
TV, audio a video > AV káble > Anténa;2;8;1;
Elektroinštalačný materiál > Inštalačné náradie a ostatné materiál > Elektrické zámky;2;8;1;
Bezpečnosť a smart domácnosť > Kamerové systémy > Domové videotelefony;2;8;1;
Záhrada > Záhradné doplnky > Doplnky na záhradu;2;8;1;
Auto-moto > Kolesá > Kolové skrutky a matice;2;8;1;
Auto-moto > Kolesá > Oprava pneumatik;2;8;1;
Auto-moto > Elektromobilita > Tesla;2;8;1;
Bezpečnosť a smart domácnosť > Smart domácnosť > Televízory;2;8;1;
Fotovoltaika a energie > Akumulátory a batérie > AA ceruzkové;2;8;1;
Auto-moto > Karavany a obytná autá > Batérie do karavanu;2;8;1;
Náradie a dielňa > Elektronické súčiastky > Priemyselné zdroje;2;8;1;
Záhrada > Brány a zvončeky > Pohony křídlová vrata;2;8;1;
Elektroinštalačný materiál > Káble a vodiče > Patch káble;2;8;1;
Auto-moto > Autokozmetika, Chémia > Aditiva;2;8;1;
Elektroinštalačný materiál > Komponenty pre svietidlá > Objímky;2;8;1;
Náradie a dielňa > Stavebné a maliarske náradie > Potrubie;2;8;1;
Záhrada > Záhradné doplnky > Záhradné svietidlá;2;8;1;
Elektroinštalačný materiál > Elektromery a spínacie technika > Soumrakové spínače;2;8;1;
Elektroinštalačný materiál > Inštalačné náradie a ostatné materiál > Chémia;2;8;1;
Elektroinštalačný materiál > Kompenzátory jalového výkonu;1;8;1;
Malé spotrebiče > Kávovary a espressá > Mlynčeky na kávu;2;7;1;Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá > Mlynčeky na kávu
Malé spotrebiče > Kuchynské roboty a krájače;1;7;1;Domáce spotrebiče > Malé spotrebiče > Kuchynské roboty a krájače
Elektroinštalačný materiál > Osvetlenie > Ostatné žiarovky a žiarivky;2;7;1;
Elektroinštalačný materiál;0;7;1;
Počítače a notebooky > Monitory > LCD monitory;2;7;1;
Počítače a notebooky > Monitory;1;7;1;
Veľké spotrebiče > Mrazničky;1;7;1;Domáce spotrebiče > Veľké spotrebiče > Mrazničky
Foto a príslušenstvo > Fotoateliér;1;7;1;
Foto a príslušenstvo;0;7;1;
Malé spotrebiče > Kuchynské príslušenstvo;1;7;1;Domáce spotrebiče > Malé spotrebiče > Kuchynské príslušenstvo
Profesionálna audio technika > Nové produkty;1;7;1;
Záhrada > Záhradné náradie;1;7;1;
Záhrada;0;6;1;
Zdravie a starostlivosť > Starostlivosť o vlasy;1;6;1;
Foto a príslušenstvo > Filtre;1;6;1;
Dróny a RC modely > Príslušenstvo pre drony;1;6;1;
Elektroinštalačný materiál > Ostatné;1;6;1;
Náradie a dielňa > Meracia technika;1;6;1;
Fotovoltaika a energie > Fotovoltaika;1;6;1;
Auto-moto > Kolesá;1;6;1;
Šport, hračky a voľný čas > Zdravotní potreby;1;6;1;
Náradie a dielňa > Drobné náradie a príslušenstvo;1;6;1;
Elektroinštalačný materiál > Predlžovačky, zásuvky, vidlica;1;6;1;
Auto-moto > Elektromobilita;1;6;1;
Malé spotrebiče > Nádobie > Dózy na potraviny;2;6;1;Domáce spotrebiče > Malé spotrebiče > Nádobie > Dózy na potraviny
Malé spotrebiče > Príprava nápojov;1;5;1;Domáce spotrebiče > Malé spotrebiče > Príprava nápojov
Mobily, smart hodinky a tablety > Nabíjačky;1;5;1;
Bezpečnosť a smart domácnosť > Riadiace jednotky;1;5;1;
Fotovoltaika a energie;0;5;1;
Kreatívne technológie > 3D tlač;1;5;1;
Šport, hračky a voľný čas > Ďalekohľady;1;5;1;
Elektroinštalačný materiál > Prepäťové ochrany;1;5;1;
Auto-moto > Vybavenie auta;1;5;1;
Záhrada > Záhradné náradie > Hrable;2;5;1;
TV, audio a video > Video technika;1;4;1;
Mobily, smart hodinky a tablety > Nositeľná elektronika;1;4;1;
Dróny a RC modely;0;4;1;
Profesionálna audio technika > Výpredaj;1;4;1;
Auto-moto > Bezpečnosť;1;4;1;
Náradie a dielňa > Elektronické súčiastky;1;4;1;
Počítače a notebooky > Projektory a plátna;1;4;1;
Dróny a RC modely > Načítanie;1;3;1;
Zdravie a starostlivosť > Prístroje na tvár;1;3;1;
Náradie a dielňa > Ručné AKU náradie;1;3;1;
Elektroinštalačný materiál > Komponenty pre svietidlá;1;3;1;
Elektroinštalačný materiál > Inštalačné príslušenstvo;1;3;1;
Elektroinštalačný materiál > Vypínače, zásuvky, krabice;1;3;1;
Náradie a dielňa > Drobné náradie a príslušenstvo > Zámky;2;3;1;
Vstavané spotrebiče > Vstavané rúry;1;2;1;Domáce spotrebiče > Vstavané spotrebiče > Vstavané rúry
Foto a príslušenstvo > Príslušenstvo;1;2;1;
Foto a príslušenstvo > Selfie tyče;1;2;1;
Auto-moto > Autopríslušenstvo;1;2;1;
Fotovoltaika a energie > Záložné zdroje a UPS;1;2;1;
Malé spotrebiče > Meteostanice > Náhradné diely;2;2;1;Domáce spotrebiče > Malé spotrebiče > Meteostanice > Náhradné diely
Bezpečnosť a smart domácnosť;0;2;1;
Domáce spotrebiče;0;2;1;
TV, audio a video;0;1;1;
Vstavané spotrebiče > Varné dosky;1;1;1;Domáce spotrebiče > Vstavané spotrebiče > Varné dosky
Elektroinštalačný materiál > Káble a vodiče;1;1;1;
Počítače a notebooky > Disky a pamäťové karty;1;1;1;
Náradie a dielňa > MERACIE TECHNIKA;1;1;1;
TV, audio a video > Reproduktory;1;1;1;
Elektroinštalačný materiál > Montážne skrine a rozvádzače;1;1;1;
