kod;nazov;light;light_stock;nekonecny;full_stock;dalsia_dodavka;dostupnost
031246;Elektrický EMS masážny strojček na krk ANLAN ALMJY01-02;1;4600;0;4600;;Skladom
030294;Tester zásuviek s digitálnym displejom Habotest HT107D;1;536;0;536;29.09.2026;Skladom
030293;Habotest HT126A Digitálny univerzálny multimeter;1;10;0;10;29.09.2026;Skladom
030292;Habotest HT2302 Digitálny tester zemného odporu;1;123;0;123;27.10.2026;Skladom
030291;Bezkontaktná skúšačka napätia a fáz Habotest HT101;1;193;0;193;27.10.2026;Skladom
030381;Baseus Dynamic kábel USB na Lightning, 2,4 A, 2 m (fialový);1;173;0;173;;Skladom
030376;Kábel Baseus Dynamic USB na Lightning, 2,4 A, 1 m (modrý);0;;0;0;;Na objednávku
030473;Baterka Superfire L6-H – 750 lm, 15W, USB-C, 5 režimov;1;148;0;148;04.12.2026;Skladom
030663;Bluetooth reproduktor Blitzwolf BW-WA4 30W 4000mAh;1;405;0;405;;Skladom
030533;Reproduktory Edifier MR4 2.0 (čierne);1;28;0;28;29.09.2026;Skladom
030534;Reproduktory Edifier MR4 2.0 (biele);1;88;0;88;22.10.2026;Skladom
030531;Reproduktory Edifier Airpulse A300 Pro 2.0 (hnedé);0;;0;0;29.09.2026;Dostupné od 29.09.2026
031745;Inteligentný nástenný vypínač Sonoff NSPanel;1;304;0;304;23.10.2026;Skladom
029281;Baterka Superfire GT60 – 2600 lm, 2 režimy, USB-C;1;44;0;44;04.12.2026;Skladom
031097;Filter pre vysávač Deerma DX1000W;0;;0;0;;Na objednávku
030626;Slúchadlá do uší Baseus Encok C17 (biele);0;;0;0;;Na objednávku
031222;USB kábel Baseus Jelly Lightning, 2,4 A, 1,2 m (čierny);0;;0;0;;Na objednávku
030645;Video vysielač DJI Ronin 4D;1;0;0;0;;Na objednávku
030651;Montážna jednotka DJI Zenmuse X9 M;1;0;0;0;;Na objednávku
030897;Plávajúci ručný grip Puluz pre akčné a športové kamery (napr. DJI Action 2, Osmo Action);1;192;0;192;23.11.2026;Skladom
032346;Yeelight LED Lightstrip Pro 2m;1;1;0;1;;Skladom
088071;Funkcjonalny klucz sprzętowy Sonoff ZigBee 3.0 USB Dongle Plus;1;563;0;564;;Skladom
032606;Dozownik karmy PETKIT Fresh Element SOLO 3L;1;166;0;166;;Skladom
032805;Inteligentný odstraňovač zápachu Petoneer Pro;1;208;0;208;16.10.2026;Skladom
032811;Vodná fontána pre domáce zvieratá Petoneer Fresco Ultra;1;92;0;92;;Skladom
031733;Puluz vodotesný fotografický batoh pre DJI Ronin-SC / Ronin-S PU5015B;1;119;0;119;;Skladom
031735;Fotoateliér Puluz LED 40cm PU5041B;1;473;0;473;24.09.2026;Skladom
032351;Baseus 0,3 mm celosklenená fólia z tvrdeného skla (balenie 2 ks) pre iPhone XS Max / 11 Pro Max 6,5 palca;1;9;0;9;;Skladom
031546;ST300 znamená reproduktory Edifier Airpulse A300 (hnedé) 2ks.;0;;0;0;29.09.2026;Dostupné od 29.09.2026
031533;Herné slúchadlá Edifier HECATE G2 II (biele);0;;0;0;17.11.2026;Dostupné od 17.11.2026
031532;Reproduktor Edifier D12 (hnedý);1;234;0;234;28.09.2026;Skladom
032608;Vysúšadlo pre Petkit Fresh Element (5 ks);1;1171;0;1172;;Skladom
033167;Trymer, golarka do ciała Liberex CP011126 (biały);0;;0;0;;Na objednávku
033190;Vibrujúca kefka na čistenie tváre Liberex CP005168 (ružová);0;;0;0;;Na objednávku
031871;Plávajúci ručný grip Telesin pre akčné a športové kamery (GP-MNP-102);1;73;0;73;;Skladom
031873;Diaľkové ovládanie Telesin pre GoPro Hero 13 / 12 / 11 / 10 / 9 / 8 / MAX (GP-RMT-T10);1;291;0;291;23.11.2026;Skladom
033419;Mäkká kefa pre Dreame V10 Pro;1;42;0;42;;Skladom
033679;Kávovar na kapsule 3 v 1 HiBREW H1A 1450W;1;50;0;50;;Skladom
033682;HIBREW H4 Premium 80 W 3-v-1 espresso stroj;1;10;0;10;12.10.2026;Skladom
033685;Kávovar HiBREW H11 1450 W;1;121;0;121;;Skladom
033689;Turecký kávovar HiBREW CM1179_EU;1;86;0;86;;Skladom
033593;Pretekársky volant  PXN-V3 (PC / PS3 / PS4 / XBOX ONE / SWITCH);1;303;0;303;16.10.2026;Skladom
033594;Nastaviteľný stojan na herný volant PXN-A9 (čierny);1;435;0;435;16.10.2026;Skladom
033601;Joystick PXN-2113 PRO Ovládanie letu PC;1;878;0;880;;Skladom
033247;Počítačová skriňa Darkflash DK151 LED s 3 ventilátormi (biela);1;321;0;321;22.09.2026;Skladom
033248;Počítačová skriňa Darkflash DK151 LED s 3 ventilátormi (čierna);1;219;0;219;22.09.2026;Skladom
034114;Yeelight Senzorové svetlo do skrine 20 cm - čierne 4000 K;1;518;0;518;;Skladom
034115;Yeelight Svetlo so senzorom do šatníka 40 cm - čierne 4000 K;1;482;0;482;07.10.2026;Skladom
034116;Yeelight Svetlo so senzorom do šatníka 60 cm - čierne 4000 K;1;668;0;668;;Skladom
034123;Rozšírenie inteligentných svetelnch panelov Yeelight YLFWD-0013;1;1;0;1;;Skladom
033134;Reproduktory Edifier HECATE G2000 2.0 (ružové);0;;0;0;;Na objednávku
033133;Reproduktory Edifier HECATE G2000 2.0 (biele);1;91;0;91;;Skladom
034377;Masážny prístroj na tvár EMS ANLAN 01-ADRY11-001;1;2030;0;2030;;Skladom
033913;Kompaktná rýchlonabíjačka Baseus, 2x USB, 10,5 W (biela);0;;0;0;;Na objednávku
033800;Sieťový adaptér Baseus Lite série USB-C na RJ45, 100 Mb/s (čierny);0;;0;0;;Na objednávku
032519;Fotografické pozadie Puluz PU5321W (biela);1;79;0;79;24.09.2026;Skladom
035151;Nabíjateľná stolová lampa Yeelight 4 v 1;1;187;0;187;07.10.2026;Skladom
035190;Ústredňa inteligentnej domácnosti Smart ZigBee Bridge Pro Sonoff ZB Bridge-P;1;253;0;254;23.10.2026;Skladom
035191;Inteligentný nástenný vypínač scén Sonoff R5;1;2;0;2;23.10.2026;Skladom
035193;Inteligentný spínač Sonoff SPM-Main LAN (ethernet) WiFi;1;12;0;12;;Skladom
035194;Termoregulačný inteligentný pelech Petoneer Cozy Sofa;1;7;0;7;16.10.2026;Skladom
033119;Bicyklová baterka Superfire BL09 – 450 lm, USB, 5W, 4 režimy, 130 m;1;141;0;141;;Skladom
032796;Počítačový ventilátor Darkflash CL12 LED (120x120);1;80;0;82;;Skladom
033951;Darkflash DK352 Plus computer case + 4 fans (black);1;1698;0;1698;;Skladom
033374;Habotest HT641B Digitálny laserový pyrometer;1;200;0;200;29.09.2026;Skladom
033375;Digitálny RCD / tester odporu slučky Habotest HT5910;0;;0;0;29.09.2026;Dostupné od 29.09.2026
035435;Inteligentný LED pásik WiFI s RGBWW Meross MSL320 (5 m) HomeKit;1;196;0;196;;Skladom
035436;Inteligentný Wi-Fi difuzér esenciálnych olejov Meross MOD150HK(EU) (HomeKit);1;259;0;259;;Skladom
034144;Súprava počítačového ventilátora ARGB Darkflash DR12 Pro 3v1 120x120 (čierna);0;;0;0;;Na objednávku
035303;Vysielač videa DJI;1;0;0;0;;Na objednávku
035464;Popruh na krk s držiakom Telesin pre športové kamery / phones (TE-HNB-001);0;;0;0;23.11.2026;Dostupné od 23.11.2026
034804;Statív s 3D 360° hlavou + držiak na telefón Puluz PU3096B;1;29;0;29;27.10.2026;Skladom
034805;Fototaška cez rameno Puluz (čierna);1;6;0;6;23.11.2026;Skladom
035816;Inteligentné závesné svetlo Yeelight Crystal;1;10;0;10;23.10.2026;Skladom
034295;Čelovka Superfire HL65 – 120 lm, USB-C, 5 režimov, 30 m;0;;0;0;;Na objednávku
035837;Yeelight stropný reflektor (jedna žiarovka) biely;1;1;0;1;;Skladom
035821;Yeelight Ceiling Spotlight YLDDL-0083 (jedna žiarovka) čierna;0;;0;0;;Na objednávku
035822;Yeelight Ceiling Spotlight YLDDL-0084-B (dve žiarovky) čierna;0;;0;0;;Na objednávku
035823;Yeelight Ceiling Spotlight YLDDL-0085-B (tri žiarovky) čierna;0;;0;0;;Na objednávku
035916;Pamäťová karta SANDISK EXTREME PRO SDXC 128 GB 200/90 MB/s UHS-I U3 (SDSDXXD-128G-GN4IN);0;;0;0;;Na objednávku
035753;Kryt kefy pre vysávač Dreame Z10 Pro;1;3;0;3;;Skladom
034594;Tester sieťových káblov Habotest HT812A RJ45/RJ14/RJ12/RJ9;1;355;0;355;22.09.2026;Skladom
034595;Habotest HT122, bezkontaktný tester napätia / tester diód, NCV, True RMS;1;66;0;66;29.09.2026;Skladom
034596;Habotest HT121, bezkontaktná skúšačka napätia / skúšačka diód, NCV, True RMS;1;133;0;133;29.09.2026;Skladom
033479;Držiak na sáčky pre psa PetKit;1;82;0;82;;Skladom
036334;Montážna konzola na lištu DIN Sonoff DR;1;3;0;3;23.11.2026;Skladom
036347;Reproduktory Edifier R19BT 2.0 (čierne);0;;0;0;;Na objednávku
082012;Inteligentný WiFi termostat Meross MTS200BHK(EU) (HomeKit);1;343;0;343;;Skladom
036280;Ultrazvukový čistič pokožky ANLAN ALCPJ07-02 (biely);1;169;0;169;16.10.2026;Skladom
036521;Smart plug WiFi Gosund EP8 16A Tuya;1;620;0;620;;Skladom
035208;Rozbočovač 4v1 Baseus Metal Gleam Series, USB-C na 4x USB 3.0;0;;0;0;;Na objednávku
035052;Tvrdené sklo Baseus Crystal 0,3 mm pre Tesla model X/S 17'';0;;0;0;;Na objednávku
035846;DJI RoboMaster TT celoplošný ochranný kryt vrtule;1;7;0;7;;Skladom
035845;Luminiscenčná letová mapa DJI RoboMaster TT;1;7;0;7;;Skladom
034558;USB kábel 3v1 Baseus Flash Series 2, USB-C + micro USB + Lightning, 100 W, 1,5 m (fialový);0;;0;0;;Na objednávku
034559;Baseus Cylinder Vodotesné puzdro na smartfón s posuvným krytom (biele);0;;0;0;;Na objednávku
036629;HEPA filter pred Roidmi EVA;0;;0;0;;Na objednávku
035370;Duálna bezdrôtová nabíjačka Qi Baseus Digitálny LED displej, 20 W;0;;0;0;;Na objednávku
034264;Počítačová skriňa Darkflash DK431 Mesh (čierna);1;1049;0;1049;;Skladom
037026;Ambientné svetlo Yeelight Candela;0;;0;0;23.10.2026;Dostupné od 23.10.2026
037132;Inteligentná zástrčka WiFi Gosund SP111 3680W 16A, Tuya;1;4341;0;4351;;Skladom
036537;HEPA filter pre Viomi V2 Max / V2 Pro / V3 / SE;1;71;0;71;;Skladom
036544;Mop pre Viomi S9;1;190;0;190;;Skladom
036546;HEPA filter pred Viomi S9 (2ks);1;70;0;70;;Skladom
036868;Kábel VFAN L05 Lightning na mini jack 3,5 mm AUX, 1 m (sivý);1;44;0;44;;Skladom
035409;Počítačová skriňa Darkflash DK100 (čierna);1;892;0;892;;Skladom
036062;UV baterka Superfire Z01, 365NM, USB;1;862;0;862;;Skladom
036073;Čelovka Superfire HL58 – 350 lm, USB, 3 režimy, 200 m;1;178;0;178;04.12.2026;Skladom
036077;Čelovka Superfire HL23 – 220 lm, USB-C, powerbanka;1;270;0;270;;Skladom
036059;Baterka Superfire L6-U – 1480 lm, 330 m, 5 režimov, 20W, USB-C;1;100;0;100;;Skladom
037030;Fotoateliér Puluz 40cm 24W 5500K PU5042EU;1;654;0;654;;Skladom
035184;Misky pre psy a mačky Petkit Fresh Nano;1;493;0;493;22.09.2026;Skladom
037393;Pristávacia podložka Sunnylife pre drony 75 cm (DJI-TJP03);1;289;0;289;;Skladom
037394;Pristávacia podložka Sunnylife pre drony 50 cm geografické smery (DJI-TJP05);1;151;0;151;23.11.2026;Skladom
037396;Pristávacia podložka pre drony Sunnylife 55 cm šesťhran (TY-TJP08);1;286;0;288;;Skladom
037551;Inteligentné hodinky Haylou RS4 Plus (čierne);1;30;0;30;;Skladom
083023;Montážny adaptér Telesin 1/4'' pre športové kamery (GP-TPM-T04);1;217;0;217;03.11.2026;Skladom
036611;Univerzálny 1/4" držiak Telesin pre športové kamery (GP-TPM-T03);0;;0;0;;Na objednávku
037398;Sunnylife tablet holder for DJI RC-N1 / RC-N2 / RC-N3 controller (A2S-ZJ067);1;154;0;154;23.11.2026;Skladom
045781;Sunnylife lanyard with attachment for DJI RC-N1 / RC-N2 / RC-N3 controller (GK507);1;442;0;442;23.11.2026;Skladom
037402;Sada 3 filtrov CPL+ND8+ND16 Sunnylife pre DJI Mini 3 Pro (MM3-FI415);1;28;0;28;;Skladom
037404;Sada 4 filtrov ND 4/8/16/32 Sunnylife pre DJI Mini 3 Pro (MM3-FI417);1;71;0;71;;Skladom
037405;Sada 4 filtrov UV+CPL+ND4+ND8 Sunnylife pre DJI Mini 3 Pro (MM3-FI418);1;51;0;51;;Skladom
037870;HEPA filter pred Viomi SE;1;38;0;38;;Skladom
037416;Tvrdené sklo Sunnylife pre RC ovládač DJI 2ks (MM3-GHM388);1;2441;0;2442;;Skladom
037417;Kožená šnúrka Sunnylife pre DJI Smart Controller / RC PRO / RC (GS394);1;958;0;958;;Skladom
037418;Držiak so šnúrkou Sunnylife pre ovládač DJI RC (MM3-GS389);1;610;0;610;;Skladom
037421;Hliníkové paličky na ovládače Sunnylife pre  DJI RC / DJI RC 2 / DJI RC PRO 2  MM3-YG393 (strieborné);1;354;0;354;;Skladom
037456;Držiak Sunnylife AirTag pre drony;1;121;0;121;;Skladom
037507;Puzdro na batérie Sunnylife pre DJI Mini 3 Pro/Mini 4 Pro  MM3-DC385;1;74;0;74;;Skladom
037511;Ochranný kryt ovládača a slnečná clona 2 v 1 Sunnylife pre dron DJI RC (MM3-YK466);1;138;0;138;23.11.2026;Skladom
036229;Baseus Ethernet RJ45, 1Gbps, 1,5 m sieťový kábel (čierny);0;;0;0;;Na objednávku
036232;Čítačka pamäťových kariet SD/TF série Baseus Lite, USB + USB-C (sivá);0;;0;0;;Na objednávku
038607;Kávovar na kapsule 4v1 1450W HiBREW H3A;1;126;0;126;;Skladom
038608;Prenosný kávovar HIBREW H4A 3 v 1 s výkonom 80 W a prenosným puzdrom;1;48;0;48;12.10.2026;Skladom
038333;ZigBee 3.0 Gateway Plus-E SONOFF ZBDongle-E Dongle (Home Assistant, openHAB, Zigbee2MQTT);1;1833;0;1833;23.10.2026;Skladom
038339;Inteligentný WiFi spínač na monitorovanie teploty a vlhkosti Sonoff THR316 TH Pôvod;0;;0;0;23.10.2026;Dostupné od 23.10.2026
038341;Inteligentný WiFi spínač na monitorovanie teploty a vlhkosti Sonoff THR316D TH Elite;1;242;0;242;23.10.2026;Skladom
038486;Inteligentný WiFi spínač na monitorovanie teploty a vlhkosti Sonoff THR320D TH Elite;1;1492;0;1493;23.10.2026;Skladom
038489;Inteligentný spínač/merač spotreby WiFi Sonoff POWR316D;1;127;0;127;23.10.2026;Skladom
038490;Inteligentný spínač/merača spotreby WiFi Sonoff POWR316;1;215;0;215;;Skladom
038491;Inteligentný spínač/merač spotreby WiFi Sonoff POWR320D;1;313;0;313;23.10.2026;Skladom
038492;Sonoff 5V USB Zasilacz (Type-E/ F);1;533;0;533;;Skladom
038488;Predlžovací kábel snímača Sonoff RL560;1;20;0;20;;Skladom
038335;Snímač teploty a vlhkosti Sonoff THS01, RJ9;1;389;0;389;23.10.2026;Skladom
035887;Reproduktory Edifier HECATE G1500 2.0 (čierne);0;;0;0;;Na objednávku
037070;Mini detektor úniku plynu Habotest HT66;1;836;0;836;22.09.2026;Skladom
037071;Bezkontaktná skúšačka napätia /diód Habotest HT89;0;;0;0;;Na objednávku
037073;Digitálny univerzálny multimeter Habotest HT124B+;1;69;0;69;;Skladom
037076;Digitálny univerzálny multimeter Habotest HT113C;1;48;0;48;22.09.2026;Skladom
037078;Digitálny univerzálny multimeter Habotest HT113;1;15;0;15;22.09.2026;Skladom
037079;Digitálny univerzálny multimeter Habotest HT108L;1;124;0;124;29.09.2026;Skladom
038728;Náhradné filtre pre fontánu PetKit Eversweet (5 ks);1;1986;0;1987;;Skladom
036054;Počítačová skriňa Darkflash A290 + 3 ventilátory (čierna);1;1046;0;1047;;Skladom
036056;Počítačová skriňa Darkflash DK351+ 4 ventilátory (biela);1;33;0;33;23.09.2026;Skladom
037072;Digitálny univerzálny multimeter Habotest HT127B;1;27;0;27;29.09.2026;Skladom
060290;Baseus Matné puzdro pre iPhone 13 PRO (čierne) + tvrdené sklo;1;59;0;59;;Skladom
036196;Powerbanka Baseus Amblight 30000mAh, 4xUSB, USB-C, 65W (čierna);0;;0;0;;Na objednávku
038803;Stropné svietidlo Yeelight C2201C235;1;83;0;83;07.10.2026;Skladom
038804;Stropné svietidlo Yeelight C2201C300;1;122;0;122;07.10.2026;Skladom
038805;Stropné svetlo Yeelight C2201C400;1;231;0;231;07.10.2026;Skladom
039208;Joyroom JR-14Q3 Puzdro pre Apple iPhone 14 Plus 6,7 "(čierne);1;74;0;74;;Skladom
039223;Tvrdené sklo Joyroom JR-DH07 pre Apple iPhone 14 Plus 6,7" (5 ks);1;8;0;8;;Skladom
039239;Tvrdené sklo na ochranu očí Joyroom JR-G03 pre Apple iPhone 14 Plus 6,7";1;88;0;88;;Skladom
039232;Tvrdené sklo Joyroom JR-H03 pre Apple iPhone 14 Plus 6,7 ";1;67;0;67;;Skladom
039235;Tvrdené sklo Joyroom JR-P03 pre Apple iPhone 14 Plus 6,7 ";1;69;0;69;;Skladom
039166;Magnetický držiak do auta Joyroom Magic JR-ZS205 do mriežky ventilácie (čierny);0;;0;0;;Na objednávku
039159;Držiak do auta Joyroom JR-ZS259 (čierny);0;;0;0;;Na objednávku
039257;Držiak na bicykel pre tašku Rockbros KW-672 (čierny);1;65;0;65;;Skladom
040041;Powerbanka / skokový štartér 5v1 Lokithor AW401;1;13;0;13;;Skladom
039295;Blatníky na bicykel Rockbros WS1001;0;;0;0;;Na objednávku
036416;Vodná fontána pre domáce zvieratá Catlink Pure;0;;0;0;;Na objednávku
038964;Baseus Crystal Tvrdené sklo odolné voči prachu 0,3 mm pre iPhone 14 Pro (2 ks);1;87;0;87;;Skladom
038966;Baseus Crystal Tvrdené sklo odolné voči prachu 0,3 mm pre iPhone 14 Pro Max (2 ks);0;;0;0;;Na objednávku
038947;Baseus Glitter Priehľadné puzdro a sada tvrdeného skla pre iPhone 14 Plus (modrý);1;19;0;19;;Skladom
038946;Baseus Glitter Priehľadné puzdro a sada tvrdeného skla pre iPhone 14 Pro (modrá);1;21;0;21;;Skladom
038943;Baseus Glitter priehľadné puzdro a sada tvrdeného skla pre iPhone 14 Plus (čierna);1;2;0;2;;Skladom
039400;Ultrazvukový masážny prístroj na tvár so svetelnou terapiou ANLAN 01-ADRY15-001;1;1765;0;1765;;Skladom
039928;Počítačová skriňa Darkflash C285 (čierna);1;306;0;306;;Skladom
040234;Sada filtrov ND (ND 8 16 32 64) PGYTECH pre DJI OSMO ACTION 3;1;2;0;2;;Skladom
040235;Sada filtrov ND-PL PGYTECH (8/16/32/64) pre DJI Osmo Action 3;1;4;0;4;;Skladom
040236;Silikónové gumové puzdro PGYTECH pre OSMO Action (čierne);1;1;0;1;;Skladom
038280;Powerbanka Baseus Bipow 10000 mAh, 20 W (biela);0;;0;0;;Na objednávku
037895;Stolná lampa Yeelight LED V1 Pro (základná verzia);0;;0;0;;Na objednávku
040264;Hliníková ochranná lišta gimbalu Sunnylife pre DJI Avata;0;;0;0;;Na objednávku
040286;Puzdro Sunnylife pre DJI Osmo Action 5 PRO/4/3 Adventure Combo;1;357;0;358;23.11.2026;Skladom
040287;Prepravné puzdro Sunnylife pre DJI Osmo Mobile 6;1;27;0;27;;Skladom
040908;Joystick PXN-2119 PRO na ovládanie letu;0;;0;0;16.10.2026;Dostupné od 16.10.2026
040907;PXN-F16 Flight Joystick for PC;1;519;0;519;;Skladom
039677;Mäkká valcová kefa pre vysávač Dreame R10 Pro / R20;1;44;0;44;;Skladom
041314;Počítačová skriňa Darkflash A290 + 3 ventilátory (biela);1;264;0;264;;Skladom
041315;Počítačová skrinka Darkflash DK351 + 4 ventilátory (čierna);1;34;0;34;23.09.2026;Skladom
041322;Počítačové puzdro Darkflash Aquarius Acrylic;1;665;0;666;;Skladom
041438;Bezdrôtový diaľkový spínač SwitchBot-S1 (biely);1;104;0;104;22.09.2026;Skladom
041439;Bezdrôtový diaľkový spínač SwitchBot-S1 (čierny);1;578;0;578;22.09.2026;Skladom
041445;Inteligentné diaľkové ovládanie SwitchBot Hub mini;0;;0;0;22.09.2026;Dostupné od 22.09.2026
041446;Teplomer a vlhkomer SwitchBot;1;365;0;365;22.09.2026;Skladom
041447;Teplomer a vlhkomer SwitchBot Plus;1;554;0;556;22.09.2026;Skladom
041450;Diaľkové ovládanie SwitchBot Remote;1;99;0;100;22.09.2026;Skladom
041280;Detektor úniku plynu Habotest HT59;1;1097;0;1097;22.09.2026;Skladom
041281;Detektor úniku plynu Habotest HT60;1;514;0;514;29.09.2026;Skladom
041282;Tester brzdovej kvapaliny Habotest HT662;0;;0;0;;Na objednávku
041284;Merač teploty a vlhkosti Habotest HT607;0;;0;0;29.09.2026;Dostupné od 29.09.2026
041285;Digitálny merač svetla Habotest HT603;1;32;0;32;29.09.2026;Skladom
041286;Merač hladiny zvuku Habotest HT602B;1;146;0;146;27.10.2026;Skladom
041287;Digitálny anemometer Habotest HT605;1;65;0;65;29.09.2026;Skladom
041288;Merač vlhkosti dreva Habotest HT633;1;218;0;218;;Skladom
036764;Nádržka na vodu pre Viomi V3 MAX 700 ml;1;31;0;31;;Skladom
040244;Elektrický otočný stojan Puluz 30 cm USB (čierny);1;121;0;121;22.09.2026;Skladom
040245;Elektrický otočný stôl Puluz 30 cm USB (biely);1;415;0;415;27.10.2026;Skladom
041706;Fotopasca Puluz so selfie tyčou pre športové kamery (DJI Action, GoPro, Insta360);1;75;0;75;22.09.2026;Skladom
038160;Solárna lampa Superfire FF10-B;1;174;0;174;04.12.2026;Skladom
040419;Kempingová lampa Superfire T60, 2,5 W, 1000 mAh;1;148;0;148;;Skladom
041477;Fontána/napájačka pre psa a mačku PetKit Eversweet SOLO SE;1;527;0;527;;Skladom
041480;Inteligentná sušička pre domáce zvieratá PetKit AIRSALON MAX;1;56;0;56;;Skladom
038162;Solárna lampa Superfire FF7-B, 28W, 2400mAH;0;;0;0;;Na objednávku
038165;Solárna lampa Superfire FF13-C, 22 W, 300 lm, 2400 mAh;1;171;0;171;;Skladom
041916;Kávovar na kapsule 5 v 1 HiBREW H2B (čierny);1;92;0;92;12.10.2026;Skladom
041707;Potápačské vodotesné svetlo Puluz LED 40 m (čierne);0;;0;0;;Na objednávku
041708;Otočný stojan Puluz 45 cm (čierny);1;95;0;95;26.11.2026;Skladom
041709;Otočný stojan Puluz 45 cm (biely);1;238;0;238;;Skladom
041710;Otočný stojan Puluz s napájacou zásuvkou 45 cm (čierny);1;72;0;72;22.09.2026;Skladom
041712;Silikónový ochranný kryt šošovky Puluz pre Insta360 X3 (čierny);0;;0;0;;Na objednávku
041713;Otočný držiak telefónu Puluz s univerzálnym 1/4 držiakom (čierny);1;60;0;60;;Skladom
041716;Držiak telefónu Puluz;1;25;0;25;22.09.2026;Skladom
041718;Selfie tyč/ statív Puluz dvojitá LED dióda;1;13;0;13;;Skladom
041765;Filter CPL PGYTECH pre DJI Mavic 3 Classic (profesionálny);1;1;0;1;;Skladom
041767;Filter PGYTECH VND 6-9 stop pre DJI Mavic 3 Classic (profesionálny);1;1;0;1;;Skladom
041722;Dvojitá stojacia lampa s diaľkovým ovládaním BlitzWill BWL-FL-0001, 36 W (čierna);1;102;0;102;03.11.2026;Skladom
040791;Zvukový zosilňovač Blitzwolf AS-22, 45 W, Bluetooth 5.0, USB + diaľkové ovládanie (čierny);1;613;0;613;16.10.2026;Skladom
038163;Záhradná solárna lampa Superfire FF16-A, 600 mAh;1;92;0;92;;Skladom
042427;Univerzálny prísavný držiak TELESIN s držiakom na telefón a akčnú kameru TE-SUC-012;1;20;0;20;22.09.2026;Skladom
042423;TELESIN Univerzálny držiak na rúrku riadidiel pre športové kamery (hliník);1;121;0;121;22.09.2026;Skladom
042421;TELESIN Vodotesné puzdro pre DJI Action 3/4/5;0;;0;0;23.11.2026;Dostupné od 23.11.2026
038159;Bicyklová baterka Superfire BL12 – 4800 mAh, USB, 2 režimy;1;82;0;82;;Skladom
038836;Baterka Superfire GTS6 – 360 lm, USB-C, 7W, 5 režimov, 150 m;1;87;0;87;;Skladom
