ean;stara_url;stary_nazov;stara_kategoria;najdena_kategoria;cesta_kategorie;nova_url_kategorie;skore;pocet_zhod;istota
ZQ1E43;https://premiumstore.sk/led-zarovka-classic-mini-globe-e14-6-5-w-60-w-806-lm-neutralni-bila#71840;Emos LED žárovka Classic Mini Globe / E14 / 6,5 W (60 W) / 806 lm / neutrální bílá;;E14 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E14 závit;e14-zavit;12.51;2;VYSOKA
ZQ3E23;https://premiumstore.sk/led-zarovka-classic-svicka-e14-4-2-w-40-w-470-lm-neutralni-bila#71839;Emos LED žárovka Classic svíčka / E14 / 4,2 W (40 W) / 470 lm / neutrální bílá;;E14 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E14 závit;e14-zavit;12.51;2;VYSOKA
ZQ7E21;https://premiumstore.sk/led-zarovka-emos-zq7e21-classic-r50-e14-4-2-w-40-w-470-lm-tepla-bila#71838;LED žárovka EMOS ZQ7E21 Classic R50 / E14 / 4,2 W (40 W) / 470 lm / teplá bílá;;E14 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E14 závit;e14-zavit;12.51;2;VYSOKA
ZQ1E41;https://premiumstore.sk/led-zarovka-classic-mini-globe-e14-6-5-w-60-w-806-lm-tepla-bila#71837;Emos LED žárovka Classic Mini Globe / E14 / 6,5 W (60 W) / 806 lm / teplá bílá;;E14 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E14 závit;e14-zavit;12.51;2;VYSOKA
ZQ3E41;https://premiumstore.sk/led-zarovka-classic-svicka-e14-6-5-w-60-w-806-lm-tepla-bila#71836;Emos LED žárovka Classic svíčka / E14 / 6,5 W (60 W) / 806 lm / teplá bílá;;E14 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E14 závit;e14-zavit;12.51;2;VYSOKA
ZQ3E21;https://premiumstore.sk/led-zarovka-classic-svicka-e14-4-2-w-40-w-470-lm-tepla-bila#71835;Emos LED žárovka Classic svíčka / E14 / 4,2 W (40 W) / 470 lm / teplá bílá;;E14 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E14 závit;e14-zavit;12.51;2;VYSOKA
ZQ1E44;https://premiumstore.sk/led-zarovka-classic-mini-globe-e14-6-5-w-60-w-806-lm-studena-bila#71834;Emos LED žárovka Classic Mini Globe / E14 / 6,5 W (60 W) / 806 lm / studená bílá;;E14 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E14 závit;e14-zavit;12.51;2;VYSOKA
ZQ1E24;https://premiumstore.sk/led-zarovka-classic-mini-globe-e14-4-2-w-40-w-470-lm-studena-bila#71833;Emos LED žárovka Classic Mini Globe / E14 / 4,2 W (40 W) / 470 lm / studená bílá;;E14 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E14 závit;e14-zavit;12.51;2;VYSOKA
ZQ8338;https://premiumstore.sk/led-zarovka-classic-mr16-gu10-3-w-40-w-535-lm-neutralni-bila#71832;Emos LED žárovka Classic MR16 / GU10 / 3 W (40 W) / 535 lm / Neutrální bílá;;MR16 patice;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > MR16 patice;mr16-patice;13.20;2;VYSOKA
ZQ5E41;https://premiumstore.sk/led-zarovka-classic-a60-e27-7-w-60-w-806-lm-tepla-bila#71757;Emos LED žárovka Classic A60 / E27 / 7 W (60 W) / 806 lm / teplá bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZQ6E44;https://premiumstore.sk/led-zarovka-classic-mini-globe-e27-6-5-w-60-w-806-lm-studena-bila#71756;Emos LED žárovka Classic Mini Globe / E27 / 6,5 W (60 W) / 806 lm / studená bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZQ5E64;https://premiumstore.sk/led-zarovka-classic-a60-e27-13-w-100-w-1521-lm-studena-bila#71755;Emos LED žárovka Classic A60 / E27 / 13 W (100 W) / 1521 lm / studená bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZQ5E44;https://premiumstore.sk/led-zarovka-classic-a60-e27-7-w-60-w-806-lm-studena-bila#71754;Emos LED žárovka Classic A60 / E27 / 7 W (60 W) / 806 lm / Studená bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZQ1E23;https://premiumstore.sk/led-zarovka-classic-mini-globe-e14-4-2-w-40-w-470-lm-neutralni-bila#71753;Emos LED žárovka Classic Mini Globe / E14 / 4,2 W (40 W) / 470 lm / neutrální bílá;;E14 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E14 závit;e14-zavit;12.51;2;VYSOKA
ZQ1D13;https://premiumstore.sk/led-zarovka-classic-mini-globe-e14-2-5-w-32-w-350-lm-neutralni-bila#71752;Emos LED žárovka Classic Mini Globe / E14 / 2,5 W (32 W) / 350 lm / neutrální bílá;;E14 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E14 závit;e14-zavit;12.51;2;VYSOKA
ZQ1E21;https://premiumstore.sk/led-zarovka-classic-mini-globe-e14-4-2-w-40-w-470-lm-tepla-bila#71751;Emos LED žárovka Classic Mini Globe / E14 / 4,2 W (40 W) / 470 lm / teplá bílá;;E14 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E14 závit;e14-zavit;12.51;2;VYSOKA
ZQ1D11;https://premiumstore.sk/led-zarovka-classic-mini-globe-e14-2-5-w-32-w-350-lm-tepla-bila#71750;Emos LED žárovka Classic Mini Globe / E14 / 2,5 W (32 W) / 350 lm / teplá bílá;;E14 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E14 závit;e14-zavit;12.51;2;VYSOKA
ZQ3E44;https://premiumstore.sk/led-zarovka-classic-svicka-e14-6-5-w-60-w-806-lm-studena-bila#71749;Emos LED žárovka Classic svíčka / E14 / 6,5 W (60 W) / 806 lm / studená bílá;;E14 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E14 závit;e14-zavit;12.51;2;VYSOKA
ZQ7E43;https://premiumstore.sk/led-zarovka-classic-r63-e27-7-w-60-w-806-lm-neutralni-bila#71707;Emos LED žárovka Classic R63 / E27 / 7 W  (60 W) / 806 lm / neutrální bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZQ5E63;https://premiumstore.sk/led-zarovka-emos-zq5e63-classic-a60-13-w-e27-neutralni-bila#71706;LED žárovka EMOS ZQ5E63 Classic A60 13 W E27 neutrální bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZQ5E53;https://premiumstore.sk/led-zarovka-emos-zq5e53-classic-a60-9-5-w-e27-neutralni-bila#71705;LED žárovka EMOS ZQ5E53 Classic A60 9,5 W E27 neutrální bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZQ5E43;https://premiumstore.sk/led-zarovka-classic-a60-e27-7-w-60-w-806-lm-neutralni-bila#71704;Emos LED žárovka Classic A60 / E27 / 7 W (60 W) / 806 lm / Neutrální bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZQ5E33;https://premiumstore.sk/led-zarovka-classic-a60-e27-5-8-w-50-w-645-lm-neutralni-bila#71703;Emos LED žárovka Classic A60 / E27 / 5,8 W (50 W) / 645 lm / Neutrální bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZQ5E23;https://premiumstore.sk/led-zarovka-classic-a60-e27-4-w-40-w-470-lm-neutralni-bila#71702;Emos LED žárovka Classic A60 / E27 / 4 W (40 W) / 470 lm / Neutrální bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZQ7E41;https://premiumstore.sk/led-zarovka-classic-r63-e27-7-w-60-w-806-lm-tepla-bila#71701;Emos LED žárovka Classic R63 / E27 / 7 W  (60 W) / 806 lm / teplá bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZQ6E21;https://premiumstore.sk/led-zarovka-classic-mini-globe-e27-4-2-w-40-w-470-lm-tepla-bila#71700;Emos LED žárovka Classic Mini Globe / E27 / 4,2 W (40 W) / 470 lm / teplá bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZQ5E21;https://premiumstore.sk/led-zarovka-classic-a60-e27-4-w-40-w-470-lm-tepla-bila#71699;Emos LED žárovka Classic A60 / E27 / 4 W (40 W) / 470 lm / teplá bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZQ6D11;https://premiumstore.sk/led-zarovka-classic-mini-globe-e27-2-5-w-32-w-350-lm-tepla-bila#71698;Emos LED žárovka Classic Mini Globe / E27 / 2,5 W (32 W) / 350 lm / teplá bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZQ3E43;https://premiumstore.sk/led-zarovka-classic-svicka-e14-6-5-w-60-w-806-lm-neutralni-bila#71697;Emos LED žárovka Classic svíčka / E14 / 6,5 W (60 W) / 806 lm / neutrální bílá;;E14 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E14 závit;e14-zavit;12.51;2;VYSOKA
ZQ3D13;https://premiumstore.sk/led-zarovka-classic-svicka-e14-2-5-w-32-w-350-lm-neutralni-bila#71696;Emos LED žárovka Classic svíčka / E14 / 2,5 W (32 W) / 350 lm / neutrální bílá;;E14 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E14 závit;e14-zavit;12.51;2;VYSOKA
ZQ3D11;https://premiumstore.sk/led-zarovka-classic-svicka-e14-2-5-w-32-w-350-lm-tepla-bila#71695;Emos LED žárovka Classic svíčka / E14 / 2,5 W (32 W) / 350 lm / teplá bílá;;E14 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E14 závit;e14-zavit;12.51;2;VYSOKA
ZQ3E24;https://premiumstore.sk/led-zarovka-classic-svicka-e14-4-2-w-40-w-470-lm-studena-bila#71694;Emos LED žárovka Classic svíčka / E14 / 4,2 W (40 W) / 470 lm / studená bílá;;E14 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E14 závit;e14-zavit;12.51;2;VYSOKA
ZQ8E33N;https://premiumstore.sk/led-zarovka-emos-zq8e33n-classic-mr16-gu10-5-8-w-75-w-565-lm-neutralni-bila#71693;LED žárovka EMOS ZQ8E33N Classic MR16 / GU10 / 5,8 W (75 W) / 565 lm / neutrální bílá;;MR16 patice;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > MR16 patice;mr16-patice;13.20;2;VYSOKA
ZQ8E18;https://premiumstore.sk/led-zarovka-classic-mr16-gu10-3-w-32-w-345-lm-neutralni-bila-2#71668;Emos LED žárovka Classic MR16 / GU10 / 3 W (32 W) / 345 lm / neutrální bílá;;MR16 patice;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > MR16 patice;mr16-patice;13.20;2;VYSOKA
ZQ8E23;https://premiumstore.sk/led-zarovka-classic-mr16-gu10-4-w-39-w-450-lm-neutralni-bila#71667;Emos LED žárovka Classic MR16 / GU10 / 4 W (39 W) / 450 lm / neutrální bílá;;MR16 patice;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > MR16 patice;mr16-patice;13.20;2;VYSOKA
ZQ8E13;https://premiumstore.sk/led-zarovka-classic-mr16-gu10-3-w-32-w-345-lm-neutralni-bila#71666;Emos LED žárovka Classic MR16 / GU10 / 3 W (32 W) / 345 lm / neutrální bílá;;MR16 patice;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > MR16 patice;mr16-patice;13.20;2;VYSOKA
ZQ8E17;https://premiumstore.sk/led-zarovka-classic-mr16-gu10-3-w-32-w-345-lm-tepla-bila-2#71665;Emos LED žárovka Classic MR16 / GU10 / 3 W (32 W) / 345 lm / teplá bílá;;MR16 patice;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > MR16 patice;mr16-patice;13.20;2;VYSOKA
ZQ8E22;https://premiumstore.sk/led-zarovka-classic-mr16-gu10-4-w-39-w-450-lm-tepla-bila#71664;Emos LED žárovka Classic MR16 / GU10 / 4 W (39 W) / 450 lm / teplá bílá;;MR16 patice;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > MR16 patice;mr16-patice;13.20;2;VYSOKA
ZQ8E12;https://premiumstore.sk/led-zarovka-classic-mr16-gu10-3-w-32-w-345-lm-tepla-bila#71663;Emos LED žárovka Classic MR16 / GU10 / 3 W (32 W) / 345 lm / teplá bílá;;MR16 patice;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > MR16 patice;mr16-patice;13.20;2;VYSOKA
ZQ8E19;https://premiumstore.sk/led-zarovka-classic-mr16-gu10-3-w-32-w-345-lm-studena-bila-2#71662;Emos LED žárovka Classic MR16 / GU10 / 3 W (32 W) / 345 lm / studená bílá;;MR16 patice;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > MR16 patice;mr16-patice;13.20;2;VYSOKA
ZQ8E14;https://premiumstore.sk/led-zarovka-classic-mr16-gu10-3-w-32-w-345-lm-studena-bila#71661;Emos LED žárovka Classic MR16 / GU10 / 3 W (32 W) / 345 lm / studená bílá;;MR16 patice;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > MR16 patice;mr16-patice;13.20;2;VYSOKA
ZQ8E44;https://premiumstore.sk/led-zarovka-classic-mr16-gu10-7-w-60-w-806-lm-studena-bila#71660;Emos LED žárovka Classic MR16 / GU10 / 7 W  (60 W) / 806 lm / studená bílá;;MR16 patice;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > MR16 patice;mr16-patice;13.20;2;VYSOKA
ZQ8E43;https://premiumstore.sk/led-zarovka-classic-mr16-gu10-7-w-60-w-800-lm-neutralni-bila#71586;Emos LED žárovka Classic MR16 / GU10 / 7 W (60 W) / 800 lm / neutrální bílá;;MR16 patice;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > MR16 patice;mr16-patice;13.20;2;VYSOKA
ZQ8E42;https://premiumstore.sk/led-zarovka-classic-mr16-gu10-7-w-60-w-806-lm-tepla-bila#71585;Emos LED žárovka Classic MR16 / GU10 / 7 W (60 W) / 806 lm / teplá bílá;;MR16 patice;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > MR16 patice;mr16-patice;13.20;2;VYSOKA
ZF5168;https://premiumstore.sk/led-zarovka-filament-a60-a-class-e27-7-2-w-100-w-1521-lm-neutralni-bila#71584;Emos LED žárovka Filament A60 A CLASS / E27 / 7,2 W (100 W) / 1521 lm / neutrální bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZF5167;https://premiumstore.sk/led-zarovka-filament-a60-a-class-e27-7-2-w-100-w-1521-lm-tepla-bila#71583;Emos LED žárovka Filament A60 A CLASS / E27 / 7,2 W (100 W) / 1521 lm / teplá bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
P4543;https://premiumstore.sk/led-reflektor-emos-p4543-1200-lm-cob-led-nabijeci-pracovni-svitilna-2000-mah#71580;LED reflektor EMOS P4543, 1200 lm, COB LED nabíjecí pracovní svítilna, 2000 mAh;;LED Žiarovky;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky;led-ziarovky;9.87;2;VYSOKA
P4542;https://premiumstore.sk/led-reflektor-emos-p4542-900-lm-cob-led-nabijeci-pracovni-svitilna-2-2000-mah#71579;LED reflektor EMOS P4542, 900 lm, COB LED nabíjecí pracovní svítilna, 2×2000 mAh;;LED Žiarovky;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky;led-ziarovky;9.87;2;VYSOKA
B2618V;https://premiumstore.sk/nabijeci-baterie-gp-recyko-pro-professional-800-aaa-hr03-6kusu-cena-blistr#69793;Nabíjecí baterie GP ReCyko Pro Professional 800 AAA (HR03), 6kusů --CENA BLISTR--;;AAA mikrotužkové;Fotovoltaika a energie > Akumulátory a batérie > AAA mikrotužkové;aaa-mikrotuzkove;12.85;2;VYSOKA
B01402;https://premiumstore.sk/baterie-gp-super-alkaline-lr20-velke-mono-d-2ks#69762;Baterie GP Super Alkaline LR20 (velké mono, D) 2ks;;D veľké monočlánky;Fotovoltaika a energie > Akumulátory a batérie > D veľké monočlánky;d-velke-monoclanky;10.42;2;VYSOKA
B01302;https://premiumstore.sk/baterie-gp-super-alkaline-lr14-male-mono-c-2-kusy#69761;Baterie GP Super Alkaline LR14 (malé mono, C) 2 kusy;;C malé monočlánky;Fotovoltaika a energie > Akumulátory a batérie > C malé monočlánky;c-male-monoclanky;8.49;2;VYSOKA
B01102;https://premiumstore.sk/baterie-gp-super-alkaline-lr03-aaa-2-kusy#69759;Baterie GP Super Alkaline LR03 (AAA) 2 kusy;;AAA mikrotužkové;Fotovoltaika a energie > Akumulátory a batérie > AAA mikrotužkové;aaa-mikrotuzkove;12.85;2;VYSOKA
B0114T;https://premiumstore.sk/baterie-gp-super-alkaline-lr03-aaa-12-kusu#69736;Baterie GP Super Alkaline LR03 (AAA) 12 kusů;;AAA mikrotužkové;Fotovoltaika a energie > Akumulátory a batérie > AAA mikrotužkové;aaa-mikrotuzkove;12.85;2;VYSOKA
B03114;https://premiumstore.sk/baterie-gp-ultra-plus-alkaline-lr03-aaa-4-kusy#69622;Baterie GP Ultra Plus Alkaline LR03 (AAA) 4 kusy;;AAA mikrotužkové;Fotovoltaika a energie > Akumulátory a batérie > AAA mikrotužkové;aaa-mikrotuzkove;12.85;2;VYSOKA
B03112;https://premiumstore.sk/baterie-gp-ultra-plus-alkaline-lr03-aaa-2-kusy#69621;Baterie GP Ultra Plus Alkaline LR03 (AAA) 2 kusy;;AAA mikrotužkové;Fotovoltaika a energie > Akumulátory a batérie > AAA mikrotužkové;aaa-mikrotuzkove;12.85;2;VYSOKA
MW300UM;https://premiumstore.sk/mercusys-mw300um-usb-klient-wireless-usb-adapter-300-mbps#69487;Mercusys MW300UM USB klient, Wireless USB adapter 300 Mbps;;Autorádiá s USB;Auto-moto > Autorádiá > Autorádiá s USB;autoradia-s-usb;11.33;2;VYSOKA
SXKJ-6-UTP-BK;https://premiumstore.sk/solarix-keystone-utp-cat-6-zarezavaci-sxkj-6-utp-bk#69486;Solarix Keystone UTP Cat 6, zařezávací, SXKJ-6-UTP-BK;;UTP a FTP káble;Elektroinštalačný materiál > Káble a vodiče > UTP a FTP káble;utp-a-ftp-kable;15.72;2;VYSOKA
SXKD-5E-UTP-LSOH 100m;https://premiumstore.sk/kabel-utp-cat5e-solarix-sxkd-5e-utp-lsoh-100m#69480;Kabel UTP CAT5E Solarix SXKD-5E-UTP-LSOH 100m;;UTP a FTP káble;Elektroinštalačný materiál > Káble a vodiče > UTP a FTP káble;utp-a-ftp-kable;15.72;2;VYSOKA
SXKD-5E-UTP-PE 100m;https://premiumstore.sk/kabel-utp-cat5e-solarix-sxkd-5e-utp-pe-venkovni-100m#69479;Kabel UTP CAT5E Solarix SXKD-5E-UTP-PE venkovní 100m;;UTP a FTP káble;Elektroinštalačný materiál > Káble a vodiče > UTP a FTP káble;utp-a-ftp-kable;15.72;2;VYSOKA
SXKD-5E-UTP-PVC 100m;https://premiumstore.sk/kabel-utp-cat5e-solarix-sxkd-5e-utp-pvc-100m#69478;Kabel UTP CAT5E Solarix SXKD-5E-UTP-PVC 100m;;UTP a FTP káble;Elektroinštalačný materiál > Káble a vodiče > UTP a FTP káble;utp-a-ftp-kable;15.72;2;VYSOKA
SXKD-5E-UTP-PVC;https://premiumstore.sk/kabel-utp-cat5e-solarix-sxkd-5e-utp-pvc-305m#69476;Kabel UTP CAT5E Solarix SXKD-5E-UTP-PVC 305m;;UTP a FTP káble;Elektroinštalačný materiál > Káble a vodiče > UTP a FTP káble;utp-a-ftp-kable;15.72;2;VYSOKA
SXKD-5E-UTP-PE;https://premiumstore.sk/kabel-utp-cat5e-solarix-sxkd-5e-utp-pe-venkovni-305m#69475;Kabel UTP CAT5E Solarix SXKD-5E-UTP-PE venkovní 305m;;UTP a FTP káble;Elektroinštalačný materiál > Káble a vodiče > UTP a FTP káble;utp-a-ftp-kable;15.72;2;VYSOKA
HDR-15-12;https://premiumstore.sk/mean-well-hdr-15-12-spinany-zdroj-na-din-listu-15w-12v#69433;MEAN WELL HDR-15-12 Spínaný zdroj na DIN lištu 15W 12V;;Zdroje a zásuvky na DIN lištu;Elektroinštalačný materiál > Rozvádzačové prvky > Zdroje a zásuvky na DIN lištu;zdroje-a-zasuvky-na-din-listu;13.32;2;VYSOKA
NDR-480-48;https://premiumstore.sk/mean-well-ndr-480-48-prumyslovy-napajeci-zdroj-48v-10a-na-din-listu#69431;MEAN WELL NDR-480-48 průmyslový napájecí zdroj 48V 10A na DIN lištu;;Zdroje a zásuvky na DIN lištu;Elektroinštalačný materiál > Rozvádzačové prvky > Zdroje a zásuvky na DIN lištu;zdroje-a-zasuvky-na-din-listu;13.32;2;VYSOKA
SDR-480P-24;https://premiumstore.sk/mean-well-sdr-480p-24-napajeci-zdroj-1-x-24-v-dc-20-a-480-w-na-din-listu#69430;MEAN WELL SDR-480P-24 napájecí zdroj 1 x, 24 V/DC, 20 A, 480 W na DIN lištu;;Zdroje a zásuvky na DIN lištu;Elektroinštalačný materiál > Rozvádzačové prvky > Zdroje a zásuvky na DIN lištu;zdroje-a-zasuvky-na-din-listu;13.32;2;VYSOKA
NDR-240-24;https://premiumstore.sk/mean-well-ndr-240-24-prumyslovy-napajeci-zdroj-24v-10a-na-din-listu#69427;MEAN WELL NDR-240-24 průmyslový napájecí zdroj 24V 10A na DIN lištu;;Zdroje a zásuvky na DIN lištu;Elektroinštalačný materiál > Rozvádzačové prvky > Zdroje a zásuvky na DIN lištu;zdroje-a-zasuvky-na-din-listu;13.32;2;VYSOKA
DRC-60B;https://premiumstore.sk/mean-well-drc-60b-spinany-zdroj-na-din-listu-funkce-ups#69423;MEAN WELL DRC-60B Spínaný zdroj na DIN lištu, funkce UPS;;Zdroje a zásuvky na DIN lištu;Elektroinštalačný materiál > Rozvádzačové prvky > Zdroje a zásuvky na DIN lištu;zdroje-a-zasuvky-na-din-listu;13.32;2;VYSOKA
NDR-120-24;https://premiumstore.sk/mean-well-ndr-120-24-prumyslovy-napajeci-zdroj-24v-5a-na-din-listu#69421;MEAN WELL NDR-120-24 průmyslový napájecí zdroj 24V 5A na DIN lištu;;Zdroje a zásuvky na DIN lištu;Elektroinštalačný materiál > Rozvádzačové prvky > Zdroje a zásuvky na DIN lištu;zdroje-a-zasuvky-na-din-listu;13.32;2;VYSOKA
NDR-120-48;https://premiumstore.sk/mean-well-ndr-120-48-prumyslovy-napajeci-zdroj-48v-2-5a-na-din-listu#69420;MEAN WELL NDR-120-48 průmyslový napájecí zdroj 48V 2,5A na DIN lištu;;Zdroje a zásuvky na DIN lištu;Elektroinštalačný materiál > Rozvádzačové prvky > Zdroje a zásuvky na DIN lištu;zdroje-a-zasuvky-na-din-listu;13.32;2;VYSOKA
NDR-120-12;https://premiumstore.sk/mean-well-ndr-120-12-prumyslovy-napajeci-zdroj-12v-10a-na-din-listu#69419;MEAN WELL NDR-120-12 průmyslový napájecí zdroj 12V 10A na DIN lištu;;Zdroje a zásuvky na DIN lištu;Elektroinštalačný materiál > Rozvádzačové prvky > Zdroje a zásuvky na DIN lištu;zdroje-a-zasuvky-na-din-listu;13.32;2;VYSOKA
POE-PAN24-GB-AF/AT;https://premiumstore.sk/mhpower-poe-pan24-gb-af-at-gigabitovy-stineny-24-portovy-poe-panel-802-3af-at#69377;MHPower POE-PAN24-GB-AF/AT Gigabitový stíněný 24-portový PoE panel, 802.3af/at;;Napájacie adaptéry a POE;TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > Napájacie adaptéry a POE;napajacie-adaptery-a-poe;15.72;2;VYSOKA
U-PoE;https://premiumstore.sk/ubiquiti-u-poe-gigabitovy-poe-injektor-48v-0-32a-15-4w-bily#69367;Ubiquiti U-POE - Gigabitový PoE injektor 48V/0.32A (15,4W) - bílý;;Napájacie adaptéry a POE;TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > Napájacie adaptéry a POE;napajacie-adaptery-a-poe;15.72;2;VYSOKA
POE-PAN4-ENC;https://premiumstore.sk/mhpower-poe-pan4-enc-4-portovy-pasivni-poe-panel-s-krytem#69366;MHPower POE-PAN4-ENC 4-portový pasivní PoE panel s krytem;;Napájacie adaptéry a POE;TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > Napájacie adaptéry a POE;napajacie-adaptery-a-poe;15.72;2;VYSOKA
ADS108GRP-1PO;https://premiumstore.sk/adex-ads108grp-1po-reverzni-poe-switch-8x-gbit-port-1x-poe-out-web-managed-metal#69365;ADEX ADS108GRP-1PO Reverzní PoE Switch 8x Gbit Port (1x poe out), Web Managed, Metal;;Napájacie adaptéry a POE;TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > Napájacie adaptéry a POE;napajacie-adaptery-a-poe;15.72;2;VYSOKA
POE-PAN16-GB-AF/AT;https://premiumstore.sk/mhpower-poe-pan16-gb-af-at-gigabitovy-stineny-16-portovy-poe-panel-802-3af-at#69362;MHPower POE-PAN16-GB-AF/AT Gigabitový stíněný 16-portový PoE panel, 802.3af/at;;Napájacie adaptéry a POE;TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > Napájacie adaptéry a POE;napajacie-adaptery-a-poe;15.72;2;VYSOKA
POE-WM;https://premiumstore.sk/ubiquiti-poe-wm-drzak-na-zed-pro-poe-24-12w-a-poe-24-12w-g#69360;Ubiquiti POE-WM - držák na zeď pro POE-24-12W a POE-24-12W-G;;Napájacie adaptéry a POE;TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > Napájacie adaptéry a POE;napajacie-adaptery-a-poe;23.58;3;VYSOKA
POE-24-7W-G-WH;https://premiumstore.sk/ubiquiti-poe-24-7w-wh-gigabitovy-poe-injektor-24v-0-3a-7w#69355;Ubiquiti POE-24-7W-WH, Gigabitový PoE Injektor, 24V/0.3A (7W);;Napájacie adaptéry a POE;TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > Napájacie adaptéry a POE;napajacie-adaptery-a-poe;15.72;2;VYSOKA
POE-PAN8-GB-AF/AT;https://premiumstore.sk/mhpower-poe-pan8-gb-af-at-gigabitovy-stineny-8-portovy-poe-panel-802-3af-at#69353;MHPower POE-PAN8-GB-AF/AT Gigabitový stíněný 8-portový PoE panel, 802.3af/at;;Napájacie adaptéry a POE;TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > Napájacie adaptéry a POE;napajacie-adaptery-a-poe;15.72;2;VYSOKA
